Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes Sent,Bytes Received,Elapsed Time (sec)
59937,443,15432,443,allow,3981,3720,70
55592,443,17919,443,allow,1560,6489,150
55591,443,37425,443,allow,1565,6337,150
56811,443,16024,443,allow,2000,6020,15
49336,80,14005,80,allow,1219,1841,19
53527,5228,55667,5228,allow,1776,7898,3764
51152,443,11725,443,allow,4441,39607,317
64111,1830,17922,1830,allow,66,0,8
52230,47803,46448,47803,allow,136,0,14
56812,443,34534,443,allow,2053,6020,15
55590,443,56220,443,allow,1569,6337,150
52260,52142,32000,52142,allow,70,0,8
55100,53,57209,53,allow,87,624,30
56810,443,52495,443,allow,2052,6020,16
59895,53,59895,53,allow,88,555,30
42625,443,18977,443,allow,5904,212394,120
46422,80,48489,80,allow,468,979,181
44847,18659,47289,18659,allow,150,0,1200
54153,443,43773,443,allow,2097,2911,121
3376,35440,0,0,deny,66,0,0
50868,445,0,0,drop,70,0,0
55538,445,0,0,drop,70,0,0
55532,445,0,0,drop,70,0,0
55530,445,0,0,drop,70,0,0
55529,445,0,0,drop,70,0,0
50867,445,0,0,drop,70,0,0
53243,57470,0,0,deny,74,0,0
50866,445,0,0,drop,70,0,0
50862,445,0,0,drop,70,0,0
50861,445,0,0,drop,70,0,0
2815,62413,0,0,deny,66,0,0
41477,50584,0,0,deny,66,0,0
59393,25174,0,0,deny,66,0,0
50945,445,0,0,drop,66,0,0
53089,24211,0,0,deny,62,0,0
55206,22114,0,0,deny,66,0,0
13406,22114,0,0,deny,62,0,0
18745,64147,0,0,deny,62,0,0
53189,62413,0,0,deny,62,0,0
50934,445,0,0,drop,66,0,0
50936,445,0,0,drop,66,0,0
50938,445,0,0,drop,66,0,0
50932,445,0,0,drop,66,0,0
55590,53,20424,53,allow,94,83,30
50929,445,0,0,drop,66,0,0
50927,445,0,0,drop,66,0,0
50928,445,0,0,drop,66,0,0
50848,445,0,0,drop,70,0,0
50847,445,0,0,drop,70,0,0
443,49988,0,0,deny,82,0,0
443,41237,0,0,deny,89,0,0
50843,445,0,0,drop,70,0,0
55523,445,0,0,drop,70,0,0
50838,445,0,0,drop,70,0,0
50837,445,0,0,drop,70,0,0
45964,2777,0,0,deny,60,0,0
55520,445,0,0,drop,70,0,0
55518,445,0,0,drop,70,0,0
55516,445,0,0,drop,70,0,0
53275,21247,0,0,deny,62,0,0
53750,25174,0,0,deny,62,0,0
65288,44847,0,0,deny,66,0,0
60003,36829,0,0,deny,66,0,0
53667,22114,0,0,deny,62,0,0
65270,3855,0,0,deny,78,0,0
51827,56205,0,0,deny,66,0,0
58835,17372,0,0,deny,66,0,0
42674,22114,0,0,deny,62,0,0
49587,35776,0,0,deny,157,0,0
50826,445,0,0,drop,70,0,0
12655,30627,0,0,deny,62,0,0
55514,445,0,0,drop,70,0,0
55515,445,0,0,drop,70,0,0
55509,445,0,0,drop,70,0,0
52102,443,62995,443,allow,14649,328425,41
52262,14418,18744,14418,allow,70,0,8
52231,1026,54310,1026,allow,136,0,14
42873,443,33511,443,allow,2111,1268,15
57441,53,7425,53,allow,94,83,30
54571,443,54134,443,allow,2453,8093,15
51502,80,42285,80,allow,481,1034,15
64581,53,7849,53,allow,88,426,42
34220,443,12969,443,allow,2731,5215,18
50008,53,2633,53,allow,94,138,29
57470,21158,39017,21158,allow,798,1384,1199
52211,80,22459,80,allow,5109,3450,160
47159,443,53350,443,allow,432,345,15
49291,443,62267,443,allow,4906,13701,255
49255,80,49255,80,allow,961,7492,20
49300,443,26110,443,allow,3240,5042,255
46452,53,46452,53,allow,98,149,32
21018,53,21018,53,allow,90,145,31
49913,53,61333,53,allow,94,83,29
55563,53,47396,53,allow,94,83,29
55135,53,55135,53,allow,90,130,29
50705,80,25198,80,allow,192,307,26
50697,80,65344,80,allow,192,126,27
35671,443,43722,443,allow,1142,5682,134
52228,49974,17167,49974,allow,136,94,14
50746,443,34629,443,allow,1676,6746,16
49486,7000,49486,7000,allow,1595,1775,15
59877,443,61626,443,allow,1533,7491,110
60526,443,60526,443,allow,863,599,37
47009,53,0,0,allow,86,0,30
55067,443,5248,443,allow,12031,5937,63
65077,53,33139,53,allow,86,648,30
52258,58792,14441,58792,allow,136,180,8
41431,443,64563,443,allow,70,120,15
49508,443,20014,443,allow,5017,8702,283
52256,41337,31273,41337,allow,136,180,8
37419,443,55901,443,allow,210,348,28
51817,443,24496,443,allow,115323,2695807,206
52232,35126,13178,35126,allow,70,0,5
60372,53,60372,53,allow,90,132,30
52220,65128,1362,65128,allow,70,0,5
52223,11979,45106,11979,allow,70,0,5
40189,443,26952,443,allow,2940,4281,23
55836,53,20362,53,allow,94,83,30
52802,443,30052,443,allow,1924,2278,80
55613,53,57785,53,allow,94,83,30
35216,123,45101,123,allow,94,90,30
51221,49857,1668,49857,allow,266,525,1200
65139,53,12315,53,allow,102,108,30
52101,80,34628,80,allow,3792,51325,36
49474,7000,49474,7000,allow,1599,1391,15
37466,443,58228,443,allow,1724,12105,516
50700,80,14024,80,allow,256,392,27
50704,80,8069,80,allow,192,307,26
43744,53,43744,53,allow,90,145,32
50226,80,13987,80,allow,780,966,102
50665,443,2947,443,allow,1638,988,83
56441,80,54346,80,allow,1379,15629,25
57441,53,33174,53,allow,94,83,30
1935,53,17873,53,allow,86,174,30
56022,53,29566,53,allow,102,626,30
50265,17555,24395,17555,allow,930,558,1200
53973,50546,28275,50546,allow,1081,988,16
57913,80,64220,80,allow,1210,5305,23
49240,443,49240,443,allow,3368,5080,48
53705,443,25596,443,allow,988,591,44
64110,51617,13818,51617,allow,66,0,7
52233,42673,65112,42673,allow,136,0,14
56275,53,54180,53,allow,94,83,30
52222,11516,7975,11516,allow,70,0,5
60474,443,49891,443,allow,1175,4713,76
35922,443,6231,443,allow,1773,5224,17
50433,443,11749,443,allow,60,74,10
33042,443,32323,443,allow,70,60,14
59833,443,63196,443,allow,5376,9876,154
52257,6712,42589,6712,allow,70,0,8
38716,443,32682,443,allow,3481,86792,15
52226,48784,61623,48784,allow,70,0,5
52645,6881,55258,6881,allow,535,306,14
64081,59517,43134,59517,allow,382,122,16
55806,53,43969,53,allow,102,98,32
50057,53,42578,53,allow,94,83,29
52149,80,41444,80,allow,1324,314,15
56730,53,39267,53,allow,94,83,29
52015,80,59849,80,allow,11044,3786,37
53024,123,1742,123,allow,94,90,30
50366,80,48017,80,allow,1662,22190,15
56730,53,28037,53,allow,94,83,30
55306,53,18601,53,allow,94,83,29
55354,53,28658,53,allow,94,74,30
54351,53,59901,53,allow,78,90,29
55613,53,25861,53,allow,94,83,30
55613,53,1186,53,allow,94,83,30
1937,53,32884,53,allow,78,132,30
51406,443,19359,443,allow,3775,1585,35
55354,53,24160,53,allow,94,74,30
43625,53,13195,53,allow,86,0,30
56730,53,28651,53,allow,94,83,30
56962,53,33318,53,allow,102,108,30
50171,53,22623,53,allow,78,133,30
57470,8999,23972,8999,allow,594,983,1616
65062,53,47695,53,allow,110,119,30
33065,443,50330,443,allow,2826,3920,399
56528,443,54144,443,allow,3597,4716,119
54391,80,1850,80,allow,808,570,361
50698,80,39680,80,allow,192,126,27
60809,40010,63910,40010,allow,136,180,6
52255,16087,20036,16087,allow,70,0,8
55723,80,48588,80,allow,70,0,5
52229,54711,46262,54711,allow,136,0,14
45839,80,2983,80,allow,1324,314,15
52048,80,14488,80,allow,20844,20642,37
50961,5222,36046,5222,allow,2850,5468,255
37426,443,35217,443,allow,3305,4172,400
53176,58851,59130,58851,allow,70,0,8
59949,80,40471,80,allow,15564,714732,57
41314,80,2894,80,allow,438,1285,136
43225,443,17321,443,allow,85342,3746242,110
55836,53,51304,53,allow,94,83,30
39097,443,24428,443,allow,2827,3920,399
46295,443,39789,443,allow,118,60,15
54343,443,5667,443,allow,2701,5289,61
50707,80,44331,80,allow,3830,12597,25
52261,48208,15422,48208,allow,70,0,8
49335,80,26214,80,allow,703,490,18
43227,443,35933,443,allow,49178,1090225,108
123,123,15177,123,allow,94,90,30
1938,53,25817,53,allow,78,132,30
37427,443,48428,443,allow,4850,5431,400
50584,51413,16088,51413,allow,150,325,1200
51221,40624,20030,40624,allow,594,0,1200
57470,8999,31471,8999,allow,594,983,1614
55387,443,54944,443,allow,1374,2623,136
19473,45556,7986,45556,allow,150,319,1200
30188,12494,61043,12494,allow,150,352,1200
57470,24276,41676,24276,allow,132,0,1200
21133,51413,43233,51413,allow,150,310,1200
55650,53,22960,53,allow,94,85,31
53126,53,53126,53,allow,98,149,32
58990,53,6423,53,allow,78,90,30
21846,53,21846,53,allow,98,149,33
5111,53,5111,53,allow,90,145,33
53980,36153,43274,36153,allow,70,94,5
40785,443,32724,443,allow,292,354,41
46271,7700,56460,7700,allow,956,484,36
50253,53,23205,53,allow,86,81,31
57449,80,1245,80,allow,2978,1530,15
52194,443,33437,443,allow,3727,5348,50
56841,53,62125,53,allow,94,83,30
55494,53,4891,53,allow,102,153,30
50920,445,0,0,drop,66,0,0
55507,445,0,0,drop,70,0,0
53305,50584,0,0,deny,62,0,0
50919,445,0,0,drop,66,0,0
63495,50584,0,0,deny,66,0,0
50915,445,0,0,drop,66,0,0
50917,445,0,0,drop,66,0,0
50913,445,0,0,drop,66,0,0
51114,25174,0,0,deny,66,0,0
59549,50584,0,0,deny,66,0,0
50822,445,0,0,drop,70,0,0
59107,25174,0,0,deny,66,0,0
443,49988,0,0,deny,82,0,0
45941,23388,0,0,deny,60,0,0
55504,445,0,0,drop,70,0,0
55310,50584,0,0,deny,66,0,0
50813,445,0,0,drop,70,0,0
50811,445,0,0,drop,70,0,0
50810,445,0,0,drop,70,0,0
36992,25174,0,0,deny,62,0,0
55498,445,0,0,drop,70,0,0
55491,445,0,0,drop,70,0,0
993,34205,0,0,deny,66,0,0
50807,445,0,0,drop,70,0,0
50806,445,0,0,drop,70,0,0
50903,445,0,0,drop,66,0,0
20112,64147,0,0,deny,62,0,0
27507,25174,0,0,deny,62,0,0
54539,26467,0,0,deny,62,0,0
61583,64147,0,0,deny,66,0,0
26420,25174,0,0,deny,66,0,0
443,49988,0,0,deny,82,0,0
57325,60043,0,0,deny,62,0,0
50800,445,0,0,drop,70,0,0
50895,445,0,0,drop,66,0,0
59497,64097,0,0,deny,66,0,0
56576,9000,0,0,deny,60,0,0
61932,25174,0,0,deny,66,0,0
22029,50584,0,0,deny,66,0,0
55481,445,0,0,drop,70,0,0
58460,36237,0,0,deny,66,0,0
65003,57470,0,0,deny,78,0,0
51348,25174,0,0,deny,66,0,0
63409,50265,0,0,deny,66,0,0
50893,445,0,0,drop,66,0,0
443,35385,0,0,deny,161,0,0
50792,445,0,0,drop,70,0,0
3914,37965,0,0,deny,62,0,0
3911,37965,0,0,deny,66,0,0
50789,445,0,0,drop,70,0,0
32722,25174,0,0,deny,62,0,0
50885,445,0,0,drop,66,0,0
53353,26467,0,0,deny,62,0,0
35616,21247,0,0,deny,146,0,0
50882,445,0,0,drop,66,0,0
3093,62413,0,0,deny,62,0,0
31410,25174,0,0,deny,62,0,0
50785,445,0,0,drop,70,0,0
50784,445,0,0,drop,70,0,0
53194,35440,0,0,deny,66,0,0
10652,57470,0,0,deny,66,0,0
62838,44847,0,0,deny,66,0,0
14578,50584,0,0,deny,66,0,0
6546,37965,0,0,deny,62,0,0
3667,56205,0,0,deny,146,0,0
50780,445,0,0,drop,70,0,0
40418,25174,0,0,deny,62,0,0
64333,57470,0,0,deny,78,0,0
443,49988,0,0,deny,82,0,0
55468,445,0,0,drop,70,0,0
55469,445,0,0,drop,70,0,0
55467,445,0,0,drop,70,0,0
50867,445,0,0,drop,66,0,0
50863,445,0,0,drop,66,0,0
50869,445,0,0,drop,66,0,0
50865,445,0,0,drop,66,0,0
50870,445,0,0,drop,66,0,0
50868,445,0,0,drop,66,0,0
50866,445,0,0,drop,66,0,0
50864,445,0,0,drop,66,0,0
50779,445,0,0,drop,70,0,0
58229,50584,0,0,deny,66,0,0
60058,11392,0,0,deny,66,0,0
8889,63001,0,0,deny,60,0,0
11317,61248,0,0,reset-both,143,0,0
52044,44847,0,0,deny,146,0,0
56075,23,0,0,deny,60,0,0
25565,47158,0,0,deny,60,0,0
50774,445,0,0,drop,70,0,0
55463,445,0,0,drop,70,0,0
55567,53,51894,53,allow,80,104,0
55458,445,0,0,drop,70,0,0
55460,445,0,0,drop,70,0,0
55452,445,0,0,drop,70,0,0
56098,64147,0,0,deny,66,0,0
53120,25174,0,0,deny,146,0,0
57607,21247,0,0,deny,66,0,0
13168,35440,0,0,deny,62,0,0
50850,445,0,0,drop,66,0,0
50848,445,0,0,drop,66,0,0
50847,445,0,0,drop,66,0,0
58463,11392,0,0,deny,66,0,0
22981,15503,0,0,deny,62,0,0
0,0,0,0,deny,98,0,0
0,0,0,0,deny,98,0,0
0,0,0,0,deny,98,0,0
0,0,0,0,allow,244,0,0
0,0,0,0,deny,98,0,0
0,0,0,0,deny,82,0,0
0,0,0,0,deny,98,0,0
0,0,0,0,deny,98,0,0
62971,44847,0,0,deny,62,0,0
443,9863,0,0,deny,60,0,0
55448,445,0,0,drop,70,0,0
48706,23393,0,0,deny,60,0,0
32983,51221,0,0,deny,66,0,0
443,48056,0,0,deny,135,0,0
55043,57470,0,0,deny,78,0,0
55443,445,0,0,drop,70,0,0
55441,445,0,0,drop,70,0,0
55440,445,0,0,drop,70,0,0
50761,445,0,0,drop,70,0,0
5223,32965,0,0,deny,220,0,0
23031,22114,0,0,deny,146,0,0
53544,21247,0,0,deny,66,0,0
58758,22114,0,0,deny,66,0,0
26821,57866,0,0,deny,62,0,0
38565,51505,0,0,deny,62,0,0
50758,445,0,0,drop,70,0,0
45064,25174,0,0,deny,62,0,0
57793,37807,0,0,deny,66,0,0
1730,37965,0,0,deny,145,0,0
54131,57866,0,0,deny,66,0,0
57779,22114,0,0,deny,146,0,0
55430,445,0,0,drop,70,0,0
55427,445,0,0,drop,70,0,0
55423,445,0,0,drop,70,0,0
50754,445,0,0,drop,70,0,0
43571,26467,0,0,deny,62,0,0
58861,26467,0,0,deny,66,0,0
50752,445,0,0,drop,70,0,0
993,58185,0,0,deny,129,0,0
50837,445,0,0,drop,66,0,0
50750,445,0,0,drop,70,0,0
10467,25174,0,0,deny,146,0,0
7105,25174,0,0,deny,66,0,0
10430,22114,0,0,deny,146,0,0
18986,44847,0,0,deny,66,0,0
63765,51221,0,0,deny,62,0,0
39393,22114,0,0,deny,62,0,0
443,45788,0,0,deny,332,0,0
61637,25174,0,0,deny,66,0,0
55422,445,0,0,drop,70,0,0
64431,53,52524,53,allow,87,83,31
40932,8434,40932,8434,allow,156,0,8
49564,443,50036,443,allow,3938,176450,161
64715,53,13561,53,allow,102,668,30
53276,80,53276,80,allow,1998,40666,27
36712,53,0,0,allow,69,69,30
57171,3389,57171,3389,allow,1714,1714,33
26249,7000,26249,7000,allow,815,1454,16
49484,7000,49484,7000,allow,1567,1391,15
51432,80,51432,80,allow,4067,38180,25
64113,22211,60375,22211,allow,132,180,7
52274,443,52274,443,allow,2408,4271,20
61443,443,44561,443,allow,1143,6689,26
56807,443,49269,443,allow,2000,6020,16
45315,80,28283,80,allow,127446,5960241,28
62333,443,8530,443,allow,2219,1800,186
38400,53,0,0,allow,82,0,30
56659,53,59706,53,allow,87,624,30
63738,443,63738,443,allow,1442,2907,27
57424,53,35431,53,allow,87,624,30
56809,443,9000,443,allow,1909,6020,15
56808,443,31717,443,allow,1961,6020,15
49483,7000,49483,7000,allow,16955,738576,16
8416,8416,61571,8416,allow,66,0,30
56838,53,49360,53,allow,87,83,30
57436,53,43639,53,allow,85,648,30
52246,52840,54967,52840,allow,70,188,9
56343,53,26546,53,allow,87,83,30
8415,8415,47085,8415,allow,66,0,30
52025,80,59666,80,allow,9680,78247,37
52280,443,52280,443,allow,941,674,20
17052,53,17052,53,allow,90,145,32
56275,53,11893,53,allow,87,83,30
41774,53,0,0,allow,82,0,30
8414,8414,6179,8414,allow,66,0,30
50190,53,51481,53,allow,94,660,30
55650,53,47564,53,allow,89,85,30
55797,53,58319,53,allow,87,83,31
50972,3544,45034,3544,allow,107,151,31
51443,53,51443,53,allow,87,130,31
55325,53,64305,53,allow,87,624,31
56663,53,34654,53,allow,91,87,31
56882,53,4292,53,allow,87,0,61
6881,64422,29110,64422,allow,111,108,1201
65284,53,18214,53,allow,96,662,31
26458,44847,0,0,deny,146,0,0
55420,445,0,0,drop,70,0,0
23383,64147,0,0,deny,62,0,0
50415,64147,0,0,deny,66,0,0
50743,445,0,0,drop,70,0,0
26906,22114,0,0,deny,62,0,0
65507,53,7082,53,allow,102,127,30
50822,443,34134,443,allow,8569,80753,316
53197,80,29002,80,allow,459,289,254
53195,443,44058,443,allow,1160,856,46
50183,443,52770,443,allow,1071,5277,42
56841,53,54383,53,allow,94,83,29
50253,53,52044,53,allow,86,81,29
56838,53,18546,53,allow,94,83,29
64431,53,6973,53,allow,94,83,30
39636,80,39636,80,allow,553,4221,20
62069,443,28586,443,allow,5252,33203,60
51263,443,47905,443,allow,6963,136634,439
55650,53,39411,53,allow,94,85,29
38280,80,34023,80,allow,459,289,254
50170,53,38281,53,allow,86,174,29
56755,443,63082,443,allow,918,409,26
42441,123,34753,123,allow,94,90,30
50744,443,51827,443,allow,1923,4888,15
56838,53,39774,53,allow,94,83,30
55590,53,49633,53,allow,94,83,29
50078,53,55714,53,allow,94,83,29
60017,443,62960,443,allow,2624,2667,145
48783,53,0,0,allow,86,0,30
56285,443,32543,443,allow,7360,178403,120
37786,443,52361,443,allow,2626,2918,145
40074,443,9837,443,allow,17503,394819,140
64431,53,36891,53,allow,94,83,30
51982,80,16574,80,allow,2091,685,47
57038,53,18909,53,allow,102,92,33
45315,443,19700,443,allow,3429,52689,26
50187,443,52959,443,allow,1073,5290,38
50186,443,57350,443,allow,1073,5290,38
61361,443,58250,443,allow,1226,6427,18
52053,80,43263,80,allow,14036,13803,36
56092,53,34391,53,allow,94,83,30
55594,53,43491,53,allow,86,81,30
56343,53,46504,53,allow,94,83,30
51684,80,23150,80,allow,481,1034,15
55059,443,19056,443,allow,17447,15405,64
50188,443,57063,443,allow,1079,5278,32
50185,443,5992,443,allow,1071,5279,42
50184,443,37537,443,allow,1071,5278,42
35519,80,60080,80,allow,715,126,15
46587,443,46587,443,allow,1538,29163,16
58589,80,4699,80,allow,900,460,515
36535,443,34984,443,allow,2176,1143,15
61362,443,23026,443,allow,1226,6427,18
42117,443,44867,443,allow,4008,5991,345
61364,443,17656,443,allow,1226,6427,18
53168,23074,22420,23074,allow,454,504,21
56092,53,54654,53,allow,94,83,30
55915,53,47313,53,allow,86,0,30
55226,443,25011,443,allow,19394,692485,98
65330,53,32414,53,allow,94,639,30
56343,53,54537,53,allow,94,83,30
55867,53,45353,53,allow,94,84,30
55963,53,19959,53,allow,94,222,30
57038,53,31637,53,allow,102,92,30
65520,53,2299,53,allow,94,285,30
64439,53,36419,53,allow,134,225,30
50698,5900,50698,5900,allow,66,64,5
8204,53,48850,53,allow,86,0,30
60376,443,40016,443,allow,1843,4765,120
52101,443,56883,443,allow,104758,5602092,41
60407,443,48240,443,allow,8699,300072,30
56757,443,47194,443,allow,986,5219,25
44250,443,49251,443,allow,2106,1268,15
33119,80,62481,80,allow,1324,314,14
32895,443,18670,443,allow,3534,73435,34
53169,44707,23330,44707,allow,518,560,21
53975,40978,50066,40978,allow,1019,927,15
51120,587,51120,587,allow,128,192,6
43129,443,48108,443,allow,580,3999,22
64996,53,37849,53,allow,91,456,35
52609,18081,52609,18081,allow,66,0,5
49250,80,27382,80,allow,629,994,75
51324,465,51324,465,allow,128,192,5
50406,443,46416,443,allow,897,5573,55
49485,7080,49485,7080,allow,432,2528,15
50182,443,53780,443,allow,1071,5278,42
52195,443,42007,443,allow,1776,1694,48
55729,63805,38910,63805,allow,70,0,8
50181,443,22681,443,allow,1071,5279,42
56407,53,58288,53,allow,102,114,29
33539,443,27903,443,allow,2042,1202,16
56275,53,62167,53,allow,94,83,29
58174,443,55907,443,allow,2777,8364,58
50078,53,19314,53,allow,102,83,29
55329,443,60850,443,allow,2468,15816,26
49778,53,15143,53,allow,102,153,29
64067,53,52701,53,allow,94,235,29
59343,80,59343,80,allow,13068,19459,15
49674,53,9150,53,allow,102,109,29
56343,53,52506,53,allow,94,83,29
61363,443,19587,443,allow,1226,6427,18
61360,443,42103,443,allow,1226,6427,18
26900,27017,38585,27017,allow,3520,2946,46
49458,53,15275,53,allow,94,186,30
55745,443,5170,443,allow,3691,7812,240
49364,53,17404,53,allow,307,0,60
59847,443,26253,443,allow,1590,10360,90
55836,53,33356,53,allow,94,83,30
60590,443,17721,443,allow,1554,39560,120
52100,80,3260,80,allow,3203,26865,35
55732,45682,36442,45682,allow,70,0,8
49201,80,60094,80,allow,825,2161,135
56492,53,4383,53,allow,102,110,30
34750,80,47643,80,allow,5254,106424,240
50180,443,51713,443,allow,1071,5278,42
55542,443,51637,443,allow,3359,55616,26
56905,80,13949,80,allow,78,0,8
55731,36432,38455,36432,allow,70,0,8
37335,443,14228,443,allow,70,60,5
54104,443,3216,443,allow,70,120,15
56838,53,31421,53,allow,87,240,50
64709,53,11434,53,allow,102,719,30
55154,443,34870,443,allow,1098,1153,120
50179,443,33699,443,allow,1080,4339,42
62232,80,47630,80,allow,517,994,15
62918,993,34205,993,allow,3635,4689,53
9521,443,4635,443,allow,1442,5789,30
52107,80,35011,80,allow,8772,1130,35
55594,53,22728,53,allow,86,81,30
55066,443,25317,443,allow,3716,8999,62
56515,53,36823,53,allow,94,83,30
49988,443,49988,443,allow,1050,1073,120
55420,53,38783,53,allow,94,83,30
55053,53,47870,53,allow,102,114,30
55867,53,60176,53,allow,94,84,31
50641,443,27533,443,allow,890,583,140
43199,5228,42030,5228,allow,2455,8133,5724
56431,53,28557,53,allow,94,83,31
56586,53,32780,53,allow,94,83,31
64796,53,3205,53,allow,94,90,31
64431,53,35945,53,allow,94,83,31
64124,443,56676,443,allow,852,559,25
55869,53,8327,53,allow,102,94,31
53251,53,53251,53,allow,98,149,34
31994,53,31994,53,allow,98,146,33
2099,53,2099,53,allow,82,135,33
49857,53,15096,53,allow,94,79,30
57840,53,57840,53,allow,82,101,30
55869,53,64090,53,allow,102,94,30
49396,53,60623,53,allow,102,114,30
55732,53,29178,53,allow,94,83,30
55797,53,36305,53,allow,94,83,31
34920,53,40562,53,allow,78,90,31
65289,53,7871,53,allow,94,85,31
56906,53,55216,53,allow,86,81,31
50741,445,0,0,drop,70,0,0
50821,445,0,0,drop,66,0,0
50818,445,0,0,drop,66,0,0
50740,445,0,0,drop,70,0,0
17408,8497,0,0,deny,148,0,0
57015,25174,0,0,deny,66,0,0
50739,445,0,0,drop,70,0,0
50738,445,0,0,drop,70,0,0
50735,445,0,0,drop,70,0,0
50732,445,0,0,drop,70,0,0
17002,22114,0,0,deny,62,0,0
63677,15503,0,0,deny,66,0,0
63508,62413,0,0,deny,66,0,0
55409,445,0,0,drop,70,0,0
55408,445,0,0,drop,70,0,0
55404,445,0,0,drop,70,0,0
55402,445,0,0,drop,70,0,0
10833,23,0,0,deny,60,0,0
50816,445,0,0,drop,66,0,0
56679,51505,0,0,deny,62,0,0
12645,22114,0,0,deny,146,0,0
50720,445,0,0,drop,70,0,0
50719,445,0,0,drop,70,0,0
18771,35440,0,0,deny,62,0,0
50717,445,0,0,drop,70,0,0
3976,25174,0,0,deny,62,0,0
50809,445,0,0,drop,66,0,0
50799,445,0,0,drop,66,0,0
50807,445,0,0,drop,66,0,0
50800,445,0,0,drop,66,0,0
50803,445,0,0,drop,66,0,0
50808,445,0,0,drop,66,0,0
50801,445,0,0,drop,66,0,0
50709,445,0,0,drop,70,0,0
50710,445,0,0,drop,70,0,0
68,67,0,0,deny,346,0,0
57297,51221,0,0,deny,66,0,0
10874,25174,0,0,deny,62,0,0
55395,445,0,0,drop,70,0,0
55392,445,0,0,drop,70,0,0
55389,445,0,0,drop,70,0,0
55388,445,0,0,drop,70,0,0
38959,25174,0,0,deny,62,0,0
50698,445,0,0,drop,70,0,0
1030,35776,0,0,deny,139,0,0
62952,35440,0,0,deny,66,0,0
55386,445,0,0,drop,70,0,0
55385,445,0,0,drop,70,0,0
55384,445,0,0,drop,70,0,0
50793,445,0,0,drop,66,0,0
55379,445,0,0,drop,70,0,0
14263,22114,0,0,deny,62,0,0
50790,445,0,0,drop,66,0,0
17146,57470,0,0,deny,62,0,0
1582,56205,0,0,deny,62,0,0
50789,445,0,0,drop,66,0,0
80,13987,0,0,deny,66,0,0
50787,445,0,0,drop,66,0,0
50694,445,0,0,drop,70,0,0
50786,445,0,0,drop,66,0,0
29719,22114,0,0,deny,146,0,0
20457,51185,0,0,deny,72,0,0
38852,37965,0,0,deny,62,0,0
50683,445,0,0,drop,70,0,0
50682,445,0,0,drop,70,0,0
50684,445,0,0,drop,70,0,0
50681,445,0,0,drop,70,0,0
55374,445,0,0,drop,70,0,0
50677,445,0,0,drop,70,0,0
60714,50584,0,0,deny,66,0,0
55370,445,0,0,drop,70,0,0
55363,445,0,0,drop,70,0,0
41213,25174,0,0,deny,62,0,0
28579,64147,0,0,deny,62,0,0
63988,22114,0,0,deny,66,0,0
57643,28189,0,0,deny,60,0,0
62080,54532,0,0,deny,60,0,0
50775,445,0,0,drop,66,0,0
48706,23393,0,0,deny,60,0,0
5610,37965,0,0,deny,66,0,0
15635,41182,0,0,deny,66,0,0
27419,23,0,0,deny,60,0,0
59088,57470,0,0,deny,62,0,0
59126,57470,0,0,deny,66,0,0
60193,53,20927,53,allow,85,129,0
54025,53,41690,53,allow,286,292,0
50672,445,0,0,drop,70,0,0
6796,50584,0,0,deny,62,0,0
45013,50584,0,0,deny,62,0,0
46760,50584,0,0,deny,146,0,0
25565,2216,0,0,deny,60,0,0
33912,25174,0,0,deny,62,0,0
993,49276,0,0,deny,129,0,0
50767,445,0,0,drop,66,0,0
29576,37807,0,0,deny,66,0,0
55351,445,0,0,drop,70,0,0
50594,25174,0,0,deny,66,0,0
6712,123,0,0,deny,90,0,0
61288,23,0,0,deny,60,0,0
443,35385,0,0,deny,161,0,0
50664,445,0,0,drop,70,0,0
